FOD_ID,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,STAT_CAUSE_DESCR,FIRE_SIZE,lon,lat
3493,2005,2005-03-19T00:00:00+00:00,78,Arson,293.0,-79.07166666999996,38.55777778000004
3501,2005,2005-03-30T00:00:00+00:00,89,Arson,1.0,-79.38333332999997,38.30000000000007
3523,2005,2005-04-03T00:00:00+00:00,93,Miscellaneous,11.1,-79.02944443999996,38.74138889000005
3524,2005,2005-04-09T00:00:00+00:00,99,Arson,0.1,-82.44777777999997,36.85472222000004
3532,2005,2005-05-28T00:00:00+00:00,148,Miscellaneous,2.5,-80.20194443999998,37.760277780000024
3534,2005,2005-04-10T00:00:00+00:00,100,Miscellaneous,32.0,-80.15027777999995,37.64583333000007
3535,2005,2005-04-17T00:00:00+00:00,107,Miscellaneous,5.0,-80.09388888999996,37.83194444000003
3536,2005,2005-01-13T00:00:00+00:00,13,Miscellaneous,6.0,-79.57611110999994,37.897500000000036
3538,2005,2005-06-17T00:00:00+00:00,168,Lightning,7.6,-79.84444443999996,38.18194444000005
3540,2005,2005-10-01T00:00:00+00:00,274,Miscellaneous,0.1,-79.00666666999996,38.553333330000044
3541,2005,2005-09-22T00:00:00+00:00,265,Debris Burning,2.0,-82.80833332999998,36.79694444000006
3542,2005,2005-09-21T00:00:00+00:00,264,Campfire,7.0,-78.35305555999997,38.85000000000008
3543,2005,2005-09-21T00:00:00+00:00,264,Arson,0.75,-82.62444443999993,37.149444440000025
3546,2005,2005-08-06T00:00:00+00:00,218,Lightning,33.0,-79.65749999999997,37.50333333000003
5114,2005,2005-11-03T00:00:00+00:00,307,Miscellaneous,0.3,-79.34388888999996,38.29055556000003
5409,2005,2005-11-06T00:00:00+00:00,310,Miscellaneous,2.0,-79.59944443999996,37.901111110000045
5412,2005,2005-11-13T00:00:00+00:00,317,Arson,2.0,-82.54305555999997,36.892222220000065
5664,2005,2005-04-17T00:00:00+00:00,107,Campfire,3.0,-81.21666666999994,37.08333333000007
5668,2005,2005-11-13T00:00:00+00:00,317,Smoking,2.0,-81.06666666999996,37.05000000000007
5707,2005,2005-05-09T00:00:00+00:00,129,Debris Burning,5.0,-80.51666666999995,37.450000000000045
5715,2005,2005-04-04T00:00:00+00:00,94,Arson,2.0,-80.46666666999994,37.26666667000006
6011,2005,2005-11-19T00:00:00+00:00,323,Campfire,1.0,-80.23333332999994,37.46666667000005
6013,2005,2005-11-12T00:00:00+00:00,316,Miscellaneous,2.5,-78.95388888999997,37.95666667000006
6943,2005,2005-11-12T00:00:00+00:00,316,Arson,0.1,-78.65861110999998,38.52861111000004
6945,2005,2005-11-12T00:00:00+00:00,316,Arson,0.1,-78.65833332999995,38.52944444000008
7343,2006,2006-04-05T00:00:00+00:00,95,Lightning,0.3,-79.22027777999995,38.47666667000004
8042,2006,2006-06-07T00:00:00+00:00,158,Lightning,2.3,-80.14944443999997,37.63083333000003
8827,2006,2006-04-14T00:00:00+00:00,104,Lightning,12.0,-80.26833332999996,37.39861111000005
8936,2006,2006-03-22T00:00:00+00:00,81,Arson,2.0,-82.45527777999996,36.93666667000008
8937,2006,2006-04-07T00:00:00+00:00,97,Arson,5.0,-82.54638888999995,36.82750000000004
8938,2006,2006-03-13T00:00:00+00:00,72,Debris Burning,2.0,-82.53416666999999,37.191666670000075
13327,2006,2006-03-11T00:00:00+00:00,70,Arson,1.0,-79.14277777999996,38.57083333000003
13330,2006,2006-03-18T00:00:00+00:00,77,Arson,0.3,-78.83916666999994,38.718333330000064
15362,2006,2006-03-05T00:00:00+00:00,64,Miscellaneous,2.0,-78.95416666999995,37.951944440000034
15363,2006,2006-03-16T00:00:00+00:00,75,Miscellaneous,35.0,-79.81499999999994,37.43138889000005
16464,2006,2006-03-04T00:00:00+00:00,63,Debris Burning,1140.0,-79.81499999999994,37.43194444000005
16570,2006,2006-04-09T00:00:00+00:00,99,Lightning,20.0,-80.19249999999994,37.43250000000006
16758,2006,2006-05-22T00:00:00+00:00,142,Miscellaneous,0.12,-79.31388888999999,37.73027778000005
17005,2006,2006-01-28T00:00:00+00:00,28,Miscellaneous,3.3,-80.46361110999999,37.29527778000005
17006,2006,2006-03-10T00:00:00+00:00,69,Miscellaneous,25.0,-80.46333332999995,37.29527778000005
17008,2006,2006-03-14T00:00:00+00:00,73,Arson,0.5,-81.12944443999999,37.14361111000005
17632,2006,2006-12-03T00:00:00+00:00,337,Children,0.1,-78.56111110999996,38.70722222000006
17649,2006,2006-12-01T00:00:00+00:00,335,Miscellaneous,850.0,-80.11111110999997,37.053055560000075
17801,2006,2006-12-18T00:00:00+00:00,352,Miscellaneous,1.3,-81.22999999999996,37.03333333000006
17803,2006,2006-12-10T00:00:00+00:00,344,Arson,2871.0,-79.36555555999996,37.61472222000003
17814,2006,2006-12-10T00:00:00+00:00,344,Arson,1.0,-79.33055555999994,37.566666670000075
17816,2006,2006-12-03T00:00:00+00:00,337,Arson,867.0,-82.34138888999996,37.25944444000004
17848,2006,2006-04-30T00:00:00+00:00,120,Arson,1935.0,-78.55249999999995,38.67666667000003
17865,2007,2007-01-18T00:00:00+00:00,18,Miscellaneous,0.1,-79.40861110999998,38.22472222000005
18015,2007,2007-03-07T00:00:00+00:00,66,Railroad,32.0,-82.77472221999994,36.72138889000007
18017,2007,2007-03-05T00:00:00+00:00,64,Miscellaneous,11.0,-80.05972221999997,37.754166670000075
18042,2007,2007-03-03T00:00:00+00:00,62,Arson,10.0,-79.13861110999994,38.57361111000006
18076,2007,2007-03-09T00:00:00+00:00,68,Miscellaneous,93.0,-82.66055555999998,36.91888889000006
18091,2007,2007-01-20T00:00:00+00:00,20,Miscellaneous,2.5,-79.36305555999996,37.63361111000006
18093,2007,2007-02-22T00:00:00+00:00,53,Miscellaneous,1.0,-79.28749999999997,37.80166667000003
18219,2007,2007-04-04T00:00:00+00:00,94,Miscellaneous,2.7,-79.97083332999995,37.84111111000004
18238,2007,2007-03-28T00:00:00+00:00,87,Lightning,0.01,-79.62194443999994,37.86055556000008
18382,2007,2007-03-27T00:00:00+00:00,86,Arson,115.0,-79.28333332999995,38.200000000000045
18386,2007,2007-03-28T00:00:00+00:00,87,Miscellaneous,0.1,-79.30416666999997,38.41305556000003
18447,2007,2007-04-23T00:00:00+00:00,113,Arson,304.0,-82.43416666999997,36.86666667000003
18497,2007,2007-04-21T00:00:00+00:00,111,Campfire,0.83,-78.99166666999997,37.87888889000004
18498,2007,2007-05-01T00:00:00+00:00,121,Lightning,13.6,-79.18277777999998,38.55416667000003
18536,2007,2007-04-24T00:00:00+00:00,114,Miscellaneous,1070.0,-79.96055555999999,37.77000000000004
18703,2007,2007-05-01T00:00:00+00:00,121,Lightning,185.0,-79.09916666999999,38.521388890000026
18927,2007,2007-06-12T00:00:00+00:00,163,Arson,0.1,-82.44166666999996,36.87500000000006
18932,2007,2007-06-05T00:00:00+00:00,156,Campfire,0.1,-82.46166666999994,36.87055556000007
19010,2007,2007-06-11T00:00:00+00:00,162,Lightning,0.6,-78.66555555999997,38.550277780000044
21083,2007,2007-07-12T00:00:00+00:00,193,Lightning,383.0,-79.85166666999999,37.813888890000044
21347,2007,2007-08-29T00:00:00+00:00,241,Equipment Use,1.1,-79.83861110999999,37.819722220000074
21646,2007,2007-09-04T00:00:00+00:00,247,Arson,1.0,-82.87666666999996,36.76277778000008
22129,2007,2007-09-06T00:00:00+00:00,249,Lightning,0.2,-78.96638888999996,38.819722220000074
22951,2007,2007-09-23T00:00:00+00:00,266,Miscellaneous,0.1,-79.15666666999994,38.52277778000007
23097,2007,2007-08-26T00:00:00+00:00,238,Lightning,7.8,-81.04249999999996,37.03805556000003
23896,2007,2007-10-13T00:00:00+00:00,286,Campfire,0.01,-79.66194443999996,37.78138889000007
24461,2007,2007-03-05T00:00:00+00:00,64,Arson,4.3,-81.18666666999997,37.08333333000007
25194,2007,2007-07-09T00:00:00+00:00,190,Lightning,402.0,-79.47499999999997,37.567222220000076
25416,2007,2007-08-22T00:00:00+00:00,234,Lightning,5.0,-81.05999999999995,36.83111111000005
25643,2007,2007-09-27T00:00:00+00:00,270,Campfire,132.0,-82.58305555999993,37.166944440000066
25794,2007,2007-04-22T00:00:00+00:00,112,Miscellaneous,1050.0,-80.50944443999998,37.53416667000005
25837,2007,2007-04-01T00:00:00+00:00,91,Campfire,5.6,-78.59361110999998,38.67305556000008
25850,2007,2007-04-03T00:00:00+00:00,93,Arson,6.5,-78.68388888999993,38.46305556000004
26090,2007,2007-12-01T00:00:00+00:00,335,Arson,6.0,-82.62527777999998,37.14916667000006
26157,2007,2007-04-22T00:00:00+00:00,112,Miscellaneous,6.3,-80.47138888999996,37.25000000000006
26158,2007,2007-05-09T00:00:00+00:00,129,Campfire,0.02,-78.51222221999996,39.063333330000034
26159,2007,2007-06-20T00:00:00+00:00,171,Lightning,1.0,-80.11777777999998,37.43222222000003
26257,2007,2007-03-07T00:00:00+00:00,66,Miscellaneous,4.7,-80.32055555999995,37.33333333000007
26265,2007,2007-11-10T00:00:00+00:00,314,Campfire,0.02,-79.31055555999995,37.73055556000003
26314,2007,2007-10-31T00:00:00+00:00,304,Arson,1.0,-82.62833332999998,36.89388889000003
26361,2007,2007-09-27T00:00:00+00:00,270,Lightning,7.0,-78.41666666999998,38.816666670000075
26547,2007,2007-03-28T00:00:00+00:00,87,Campfire,1.0,-78.44749999999993,38.87194444000005
26753,2008,2008-01-05T00:00:00+00:00,5,Miscellaneous,124.0,-78.35638888999995,38.87666667000008
26801,2007,2007-12-01T00:00:00+00:00,335,Miscellaneous,681.0,-79.66694443999995,37.66666667000004
26860,2008,2008-02-11T00:00:00+00:00,42,Miscellaneous,1.0,-79.63111110999995,37.859166670000036
26873,2008,2008-02-11T00:00:00+00:00,42,Miscellaneous,4.5,-79.21249999999998,38.26916667000006
26874,2008,2008-02-10T00:00:00+00:00,41,Miscellaneous,0.3,-79.15999999999997,38.36527778000004
27035,2008,2008-04-02T00:00:00+00:00,93,Railroad,95.0,-82.82444443999998,36.768333330000075
27124,2008,2008-04-17T00:00:00+00:00,108,Arson,0.5,-82.44222221999996,36.916944440000066
27125,2008,2008-04-18T00:00:00+00:00,109,Miscellaneous,14.0,-82.33555555999999,37.260277780000024
27398,2008,2008-05-05T00:00:00+00:00,126,Campfire,0.1,-79.97194443999996,37.93166667000003
27465,2008,2008-05-07T00:00:00+00:00,128,Miscellaneous,2.0,-80.82361110999994,37.02555556000004
27591,2008,2008-04-13T00:00:00+00:00,104,Campfire,2.5,-79.78611110999998,37.43277778000004
27592,2008,2008-04-16T00:00:00+00:00,107,Arson,1.0,-79.04055555999997,37.97861111000003
27595,2008,2008-03-25T00:00:00+00:00,85,Miscellaneous,4505.0,-78.16749999999996,37.93305556000007
31319,2008,2008-08-19T00:00:00+00:00,232,Lightning,408.0,-79.93249999999995,37.81222222000008
32913,2008,2008-10-22T00:00:00+00:00,296,Arson,197.0,-79.81666666999996,37.862222220000035
33295,2008,2008-10-09T00:00:00+00:00,283,Miscellaneous,30.0,-82.90611110999998,36.80166667000003
33712,2008,2008-11-01T00:00:00+00:00,306,Miscellaneous,1.0,-81.03555555999998,36.776666670000054
33723,2008,2008-06-08T00:00:00+00:00,160,Lightning,2.0,-82.84166666999994,36.77694444000008
33727,2008,2008-08-23T00:00:00+00:00,236,Campfire,0.5,-82.78972221999999,36.79222222000004
33789,2008,2008-02-11T00:00:00+00:00,42,Miscellaneous,2.0,-78.94694443999998,37.977777780000054
33791,2008,2008-04-18T00:00:00+00:00,109,Equipment Use,2.0,-79.19444443999998,37.75527778000003
33794,2008,2008-07-21T00:00:00+00:00,203,Campfire,0.5,-79.07111110999995,37.98055556000003
33804,2008,2008-11-29T00:00:00+00:00,334,Arson,5.4,-79.52138888999997,37.593333330000064
33805,2008,2008-11-29T00:00:00+00:00,334,Arson,0.1,-79.52361110999993,37.59361111000004
33853,2008,2008-02-10T00:00:00+00:00,41,Miscellaneous,2738.0,-80.11777777999998,37.43250000000006
33854,2008,2008-06-11T00:00:00+00:00,163,Lightning,300.0,-78.30166666999997,38.94805556000006
33857,2008,2008-02-08T00:00:00+00:00,39,Equipment Use,1550.0,-79.76805555999994,37.41083333000006
34293,2009,2009-02-11T00:00:00+00:00,42,Debris Burning,8.2,-79.85666666999998,37.72638889000007
34473,2009,2009-03-11T00:00:00+00:00,70,Arson,0.5,-79.87166666999997,37.86638889000005
34804,2009,2009-04-25T00:00:00+00:00,115,Debris Burning,294.0,-80.10055555999998,37.88388889000004
34935,2009,2009-04-12T00:00:00+00:00,102,Arson,1.2,-78.93999999999994,38.59166667000005
34942,2008,2008-04-27T00:00:00+00:00,118,Lightning,0.3,-79.14694443999997,38.368611110000074
34945,2008,2008-05-07T00:00:00+00:00,128,Arson,7.3,-79.16916666999998,38.45416667000006
34946,2008,2008-06-13T00:00:00+00:00,165,Lightning,4.0,-80.02611110999999,37.47666667000004
34948,2008,2008-10-11T00:00:00+00:00,285,Miscellaneous,16.0,-80.27472221999994,37.38833333000008
34949,2008,2008-06-02T00:00:00+00:00,154,Campfire,1.0,-78.44888888999998,38.87250000000006
34951,2008,2008-08-10T00:00:00+00:00,223,Lightning,0.1,-78.38916666999995,38.925277780000044
34954,2008,2008-11-05T00:00:00+00:00,310,Miscellaneous,0.1,-79.34416666999994,38.12027778000004
34955,2008,2008-02-10T00:00:00+00:00,41,Miscellaneous,117.0,-79.74333332999998,37.980000000000075
34957,2009,2009-01-17T00:00:00+00:00,17,Miscellaneous,0.75,-78.91749999999996,38.761388890000035
34959,2009,2009-04-24T00:00:00+00:00,114,Miscellaneous,105.0,-79.34555555999998,38.11916667000003
34960,2008,2008-06-18T00:00:00+00:00,170,Lightning,820.0,-79.98722221999998,37.487777780000044
34962,2008,2008-11-09T00:00:00+00:00,314,Miscellaneous,72.0,-78.50388888999998,38.80055556000008
34969,2008,2008-03-14T00:00:00+00:00,74,Miscellaneous,0.1,-78.31888888999998,38.90527778000006
34973,2008,2008-06-05T00:00:00+00:00,157,Lightning,98.0,-80.04166666999998,37.60833333000005
34974,2008,2008-07-03T00:00:00+00:00,185,Lightning,595.0,-79.65111110999999,37.99861111000007
35336,2009,2009-05-21T00:00:00+00:00,141,Railroad,22.0,-80.19694443999998,37.75694444000004
35720,2009,2009-04-26T00:00:00+00:00,116,Lightning,1.0,-79.26166666999995,37.78361111000004
35721,2009,2009-06-10T00:00:00+00:00,161,Lightning,0.01,-79.59444443999996,37.53416667000005
35722,2009,2009-05-02T00:00:00+00:00,122,Miscellaneous,3.0,-79.41944443999995,37.61805556000007
35723,2009,2009-04-24T00:00:00+00:00,114,Miscellaneous,0.01,-79.58499999999998,37.54333333000005
35726,2009,2009-04-27T00:00:00+00:00,117,Lightning,6.3,-79.19694443999998,37.85888889000006
36039,2009,2009-07-01T00:00:00+00:00,182,Miscellaneous,0.06,-80.46249999999998,37.29222222000004
36614,2009,2009-07-25T00:00:00+00:00,206,Lightning,1.0,-79.30999999999995,37.75972222000007
36740,2009,2009-04-26T00:00:00+00:00,116,Smoking,0.11,-81.11749999999995,37.174166670000034
37968,2009,2009-03-22T00:00:00+00:00,81,Arson,2.0,-81.20999999999998,37.11194444000006
37971,2009,2009-02-07T00:00:00+00:00,38,Arson,87.0,-80.11388888999994,37.57833333000008
37992,2009,2009-02-07T00:00:00+00:00,38,Children,149.2,-80.31638888999998,37.31000000000006
37993,2009,2009-02-08T00:00:00+00:00,39,Debris Burning,50.0,-80.31444443999999,37.30944444000005
37994,2009,2009-04-25T00:00:00+00:00,115,Campfire,1.9,-79.93055555999996,37.60944444000006
37995,2009,2009-02-13T00:00:00+00:00,44,Arson,46.0,-81.19027777999997,37.18333333000004
37996,2009,2009-02-13T00:00:00+00:00,44,Arson,0.5,-81.19027777999997,37.18305556000007
40427,2009,2009-10-09T00:00:00+00:00,282,Campfire,0.1,-79.82583332999997,37.77111111000005
42053,2009,2009-09-04T00:00:00+00:00,247,Equipment Use,1.0,-78.74083332999999,38.896388890000026
52880,1992,1992-04-24T00:00:00+00:00,115,Lightning,3.0,-79.39999999999998,38.47500000000008
52882,1992,1992-04-07T00:00:00+00:00,98,Debris Burning,0.1,-78.28333332999995,38.900000000000034
52883,1992,1992-10-26T00:00:00+00:00,300,Lightning,8.0,-78.49999999999994,38.74166667000003
52884,1992,1992-02-22T00:00:00+00:00,53,Miscellaneous,51.0,-79.36666666999997,37.41666667000004
52885,1992,1992-03-17T00:00:00+00:00,77,Arson,0.1,-79.24999999999994,37.80000000000007
52886,1992,1992-03-21T00:00:00+00:00,81,Arson,8.0,-79.09999999999997,38.00000000000006
52887,1992,1992-03-25T00:00:00+00:00,85,Miscellaneous,70.0,-79.36666666999997,37.75000000000006
52888,1992,1992-03-25T00:00:00+00:00,85,Arson,5.0,-79.21666666999994,37.83333333000007
52889,1992,1992-04-05T00:00:00+00:00,96,Debris Burning,2.0,-79.38333332999997,37.46666667000005
52890,1992,1992-05-12T00:00:00+00:00,133,Arson,0.2,-78.00999999999993,37.01333333000008
52891,1992,1992-08-09T00:00:00+00:00,222,Arson,3.0,-79.33333332999996,37.75000000000006
52892,1992,1992-10-19T00:00:00+00:00,293,Campfire,19.0,-79.39999999999998,37.66666667000004
52893,1992,1992-11-10T00:00:00+00:00,315,Campfire,0.1,-79.74999999999994,38.05000000000007
52894,1992,1992-11-19T00:00:00+00:00,324,Miscellaneous,3.0,-79.78333332999995,38.08333333000007
53237,1992,1992-02-08T00:00:00+00:00,39,Debris Burning,10.0,-80.74999999999994,37.36666667000003
53238,1992,1992-05-03T00:00:00+00:00,124,Miscellaneous,163.0,-80.52166666999995,37.25166667000008
53239,1992,1992-02-04T00:00:00+00:00,35,Debris Burning,3.0,-82.51833332999996,36.85166667000004
53240,1992,1992-04-10T00:00:00+00:00,101,Debris Burning,1.0,-79.49999999999994,37.60000000000008
53241,1992,1992-04-24T00:00:00+00:00,115,Lightning,0.1,-81.34999999999997,36.80166667000003
53242,1992,1992-07-07T00:00:00+00:00,189,Miscellaneous,0.1,-81.21999999999997,37.04000000000008
53243,1992,1992-10-23T00:00:00+00:00,297,Miscellaneous,23.0,-81.20833332999996,37.14166667000006
53244,1992,1992-10-23T00:00:00+00:00,297,Miscellaneous,33.0,-80.91833332999994,37.06833333000003
59646,1993,1993-02-01T00:00:00+00:00,32,Arson,0.6,-79.17499999999995,38.371666670000025
59647,1993,1993-02-01T00:00:00+00:00,32,Arson,2.0,-79.13833332999997,38.38833333000008
59648,1993,1993-02-01T00:00:00+00:00,32,Arson,5.0,-79.13499999999993,38.10833333000005
59649,1993,1993-04-24T00:00:00+00:00,114,Arson,3.0,-79.30166666999997,38.34166667000005
59650,1993,1993-10-10T00:00:00+00:00,283,Campfire,1.0,-79.28666666999999,38.490000000000066
59651,1993,1993-11-11T00:00:00+00:00,315,Arson,8.5,-78.99999999999994,38.566666670000075
59652,1993,1993-11-11T00:00:00+00:00,315,Arson,0.1,-79.03499999999997,38.603333330000055
59653,1993,1993-04-13T00:00:00+00:00,103,Children,20.0,-78.42499999999995,38.775000000000034
59654,1993,1993-09-02T00:00:00+00:00,245,Lightning,1.0,-78.44166666999996,38.86666667000003
59655,1993,1993-10-28T00:00:00+00:00,301,Arson,0.1,-78.68333332999998,38.441666670000075
59656,1993,1993-08-25T00:00:00+00:00,237,Lightning,4.0,-79.38333332999997,37.566666670000075
59657,1993,1993-08-27T00:00:00+00:00,239,Lightning,220.0,-79.33333332999996,37.61666667000003
59658,1993,1993-08-29T00:00:00+00:00,241,Lightning,15.0,-79.29999999999995,37.55000000000007
59659,1993,1993-08-22T00:00:00+00:00,234,Lightning,0.1,-79.31666666999996,37.53333333000006
59660,1993,1993-08-30T00:00:00+00:00,242,Campfire,0.1,-79.03333332999995,37.83333333000007
59661,1993,1993-09-01T00:00:00+00:00,244,Lightning,0.1,-79.33333332999996,37.61666667000003
59662,1993,1993-02-03T00:00:00+00:00,34,Debris Burning,44.0,-79.84999999999997,38.10000000000008
59663,1993,1993-02-07T00:00:00+00:00,38,Miscellaneous,20.0,-79.69999999999999,38.11666667000003
59664,1993,1993-02-09T00:00:00+00:00,40,Arson,2.0,-79.66666666999998,38.10000000000008
59665,1993,1993-04-25T00:00:00+00:00,115,Smoking,0.1,-79.94999999999999,38.00000000000006
59666,1993,1993-09-01T00:00:00+00:00,244,Lightning,0.2,-79.94999999999999,38.13333333000003
60163,1993,1993-02-12T00:00:00+00:00,43,Miscellaneous,0.1,-82.80999999999995,36.75333333000003
60164,1993,1993-11-10T00:00:00+00:00,314,Miscellaneous,10.0,-82.78833332999994,36.73166667000004
60165,1993,1993-09-02T00:00:00+00:00,245,Campfire,0.1,-79.46666666999994,37.58333333000007
60166,1993,1993-11-25T00:00:00+00:00,329,Arson,3.0,-81.56833332999997,36.70333333000008
60167,1993,1993-01-30T00:00:00+00:00,30,Debris Burning,9.1,-80.20666666999995,37.55666667000003
60168,1993,1993-07-23T00:00:00+00:00,204,Miscellaneous,14.0,-80.19666666999996,37.59500000000003
60169,1993,1993-10-27T00:00:00+00:00,300,Miscellaneous,7.0,-81.05499999999995,37.153333330000066
75088,1994,1994-12-02T00:00:00+00:00,336,Smoking,9.0,-79.31166666999997,38.325000000000045
75089,1994,1994-04-04T00:00:00+00:00,94,Arson,10.0,-79.45999999999998,38.451666670000066
75090,1994,1994-04-26T00:00:00+00:00,116,Lightning,0.2,-79.27833332999995,38.25166667000008
75091,1994,1994-04-28T00:00:00+00:00,118,Debris Burning,1.0,-79.02166666999995,38.51666667000006
75092,1994,1994-05-25T00:00:00+00:00,145,Lightning,0.1,-79.16333332999994,38.58166667000006
75093,1994,1994-06-05T00:00:00+00:00,156,Miscellaneous,0.1,-79.13333332999997,38.41666667000004
75095,1994,1994-11-08T00:00:00+00:00,312,Miscellaneous,15.0,-80.04333332999994,37.48333333000005
75096,1994,1994-11-23T00:00:00+00:00,327,Miscellaneous,3.1,-79.14666666999995,38.38333333000003
75097,1994,1994-03-20T00:00:00+00:00,79,Miscellaneous,0.5,-79.86666666999997,37.86666667000003
75098,1994,1994-04-14T00:00:00+00:00,104,Miscellaneous,6.0,-80.09999999999997,37.85000000000008
75099,1994,1994-04-24T00:00:00+00:00,114,Debris Burning,0.2,-79.81666666999996,37.83333333000007
75100,1994,1994-04-28T00:00:00+00:00,118,Lightning,3.0,-79.81666666999996,37.82166667000007
75101,1994,1994-06-19T00:00:00+00:00,170,Lightning,0.1,-79.76666666999995,37.78333333000006
75102,1994,1994-12-09T00:00:00+00:00,343,Arson,7.0,-79.96666666999994,37.78333333000006
75103,1994,1994-12-27T00:00:00+00:00,361,Miscellaneous,1.0,-79.83333332999996,37.85000000000008
75104,1994,1994-12-28T00:00:00+00:00,362,Arson,1.0,-80.08833332999995,37.79000000000008
75105,1994,1994-12-29T00:00:00+00:00,363,Arson,2.0,-80.00833332999997,37.80000000000007
75107,1994,1994-04-19T00:00:00+00:00,109,Campfire,0.1,-78.31666666999996,38.90833333000006
75108,1994,1994-05-02T00:00:00+00:00,122,Lightning,0.5,-78.65833332999995,38.74166667000003
75109,1994,1994-06-18T00:00:00+00:00,169,Lightning,0.1,-78.68333332999998,38.89166667000006
75110,1994,1994-06-26T00:00:00+00:00,177,Arson,5.0,-78.44999999999999,38.85833333000005
75111,1994,1994-11-05T00:00:00+00:00,309,Miscellaneous,0.1,-78.60499999999996,38.650000000000034
75113,1994,1994-03-13T00:00:00+00:00,72,Arson,1.0,-79.24166666999997,37.72166667000005
75114,1994,1994-11-19T00:00:00+00:00,323,Arson,15.0,-82.82999999999998,36.796666670000036
75115,1994,1994-12-08T00:00:00+00:00,342,Miscellaneous,120.0,-79.36499999999995,37.64166667000006
75116,1994,1994-04-18T00:00:00+00:00,108,Miscellaneous,3.0,-79.81666666999996,38.03333333000006
75117,1994,1994-05-25T00:00:00+00:00,145,Lightning,0.5,-79.66666666999998,37.96666667000005
75119,1994,1994-10-28T00:00:00+00:00,301,Miscellaneous,0.1,-79.78333332999995,38.05000000000007
75120,1994,1994-11-07T00:00:00+00:00,311,Arson,0.5,-79.74999999999994,38.13333333000003
75121,1994,1994-12-28T00:00:00+00:00,362,Debris Burning,7.0,-79.89999999999998,38.15833333000006
75522,1994,1994-03-19T00:00:00+00:00,78,Campfire,15.0,-80.62999999999994,37.41333333000006
75523,1994,1994-04-20T00:00:00+00:00,110,Miscellaneous,0.4,-80.59666666999993,37.33666667000006
75524,1994,1994-11-04T00:00:00+00:00,308,Miscellaneous,2.0,-80.29166666999998,37.35000000000008
75525,1994,1994-03-18T00:00:00+00:00,77,Miscellaneous,2.0,-82.46499999999997,36.90666667000005
75526,1994,1994-05-22T00:00:00+00:00,142,Arson,5.0,-82.80499999999995,36.74333333000004
75527,1994,1994-10-31T00:00:00+00:00,304,Miscellaneous,3.0,-82.65333332999995,36.82166667000007
75528,1994,1994-11-05T00:00:00+00:00,309,Arson,28.0,-82.33333332999996,37.26000000000005
75529,1994,1994-11-05T00:00:00+00:00,309,Arson,15.0,-82.34166666999994,37.25833333000003
75530,1994,1994-11-05T00:00:00+00:00,309,Arson,0.5,-82.34166666999994,37.25833333000003
75531,1994,1994-11-05T00:00:00+00:00,309,Arson,0.5,-82.34333332999995,37.25833333000003
75532,1994,1994-11-18T00:00:00+00:00,322,Miscellaneous,0.1,-82.52499999999998,36.87000000000006
75533,1994,1994-11-20T00:00:00+00:00,324,Debris Burning,25.0,-82.87999999999994,36.84500000000003
75534,1994,1994-11-23T00:00:00+00:00,327,Smoking,3.0,-82.51166666999995,36.86000000000007
75535,1994,1994-12-27T00:00:00+00:00,361,Arson,15.0,-82.82999999999998,36.796666670000036
75536,1994,1994-04-24T00:00:00+00:00,114,Miscellaneous,120.0,-79.93166666999997,37.68333333000004
75537,1994,1994-04-28T00:00:00+00:00,118,Lightning,46.0,-80.27166666999995,37.51333333000008
75538,1994,1994-06-22T00:00:00+00:00,173,Lightning,25.0,-80.19333332999997,37.37500000000006
75539,1994,1994-11-23T00:00:00+00:00,327,Miscellaneous,0.5,-80.14833332999996,37.57166667000007
75540,1994,1994-11-24T00:00:00+00:00,328,Arson,0.1,-80.14166666999995,37.54833333000005
75541,1994,1994-12-24T00:00:00+00:00,358,Miscellaneous,15.0,-80.04333332999994,37.48333333000005
75542,1994,1994-04-26T00:00:00+00:00,116,Lightning,8.0,-80.87499999999994,37.073333330000025
75543,1994,1994-05-22T00:00:00+00:00,142,Miscellaneous,1.0,-81.20499999999998,37.09166667000005
75544,1994,1994-06-14T00:00:00+00:00,165,Lightning,0.1,-80.98333332999994,37.053333330000044
75545,1994,1994-11-17T00:00:00+00:00,321,Arson,0.1,-80.86666666999997,37.10000000000008
75546,1994,1994-12-03T00:00:00+00:00,337,Arson,0.1,-81.23499999999996,37.121666670000025
75547,1994,1994-12-03T00:00:00+00:00,337,Arson,2.0,-81.21999999999997,37.13500000000005
75548,1994,1994-12-03T00:00:00+00:00,337,Arson,8.0,-81.21999999999997,37.121666670000025
84318,1995,1995-03-17T00:00:00+00:00,76,Equipment Use,4.0,-79.62166666999997,38.08666667000006
84319,1995,1995-03-20T00:00:00+00:00,79,Arson,0.3,-79.42666666999997,38.075000000000045
84320,1995,1995-04-04T00:00:00+00:00,94,Arson,10.0,-79.06499999999994,38.51000000000005
84321,1995,1995-04-04T00:00:00+00:00,94,Miscellaneous,123.0,-78.94833332999997,38.55833333000004
84322,1995,1995-04-09T00:00:00+00:00,99,Lightning,5.0,-78.98333332999994,38.691666670000075
84323,1995,1995-04-19T00:00:00+00:00,109,Debris Burning,10.0,-79.03333332999995,38.50000000000006
84324,1995,1995-04-19T00:00:00+00:00,109,Debris Burning,2.0,-79.04499999999996,38.51500000000004
